Timestamp,"1. What is your last name initial? Please select the appropriate range. 

(Ex: Smith = Option 3)",2. What is your age?,3. What gender do you identify as?,"4. What is your approximate height? (Ex: 5'0"" - 5'5"")",5. Do you wear prescription glasses or contacts?,6. How would you best describe yourself?,7. What generation immigrant are you?,8. How many siblings do you have?,9. What birth order are you? (1 being the oldest),10. How many languages do you know?,11. How many of those languages (above) do you use to speak with friends?,12. How many languages did you grow up speaking with your family?,13. Where are you from?,14. What year are you?,15. Are you a transfer student?,16. What is your major?,17. What is your approximate cumulative GPA as of Fall 2022?,18. How many units are you taking currently?,19. How many units have you taken so far at UCR?,20. What class is making you fill out this survey?,21. Did you take any Math/CS related AP courses in high school? Select all that apply.,22. Were you formally educated in a non-English language at any point?,23. How do you feel about your college experience so far?,24. When did you decide to pursue a college degree?,25. Did you have any prior experience in Computer Science before starting college?,26. Did you know any of the following languages before coming into college? (Select all that apply),27. What was your grade in CS010A (or equivalent)?,28. What was your grade in CS010B (or equivalent)?,29. What is your preferred area of Computer Science?,30. Which area of Computer Science are you interested in working in the future?,31. Which generation college student are you?,32. What is the highest education held by your parent(s)?,33. What made you choose your major?,34. Are either of your parents in a Computer Science related role?,35. What is your preferred tool for note-taking?,36. How often do you take notes in lecture?,37. How many lectures do you have per week?,38. How many lectures do you attend per week on average?,39. How does participating in lecture make you feel?,40. Why you feel this way about the previous question? (Select all that apply) ,41. How close do you sit to the front of class?,42. How many times a week do you attend office hours on average?,43. How many hours do you study per week on average (not including time spent doing homework)?,44. How many hours do you spend doing homework per week on average?,"45. How many internship/job offers have you received, and at which times (i.e. 2 offers in Fall 2021, 3 offers in Summer 2022)

N/A if no offers yet.",46. Do you currently have a job?,47. Do you work on or off campus?,48. Are you a grader or a research assistant?,49. How many hours in a typical week do you work?,"50. Do you receive financial aid?  (scholarships, grants, etc) ",51. Do you take out student loans?,52. What is your family's annual income?,"53. What's your desired starting total compensation out of college?
($ amount)",54. What is your current living situation?,55. How do you commute to school?,56. Do you have a UCR dining plan?,57. How many times a week do you purchase food or drinks from somewhere on campus?,58. What items do you purchase?,59. What is the biggest reason you do not purchase more food and drinks on campus?,"60. How many extracurricular activities do you partake in? (Clubs/Fraternities, Teams, Sports, Jobs).","61. If you take part in extracurricular activities, how many of them are specific to BCOE?",62. How many clubs are you part of?,63. How many of those are academic clubs?,64. How many hours per week do you spend on club work on average?,65. Do you have an officer position within a club?,"66. Which sports have you played in a formal team? 
(Select all that apply)",67. How would you describe yourself?,68. How many hours do you spend on on-screen entertainment per week on average?,69. How many social media platforms are you currently active on?,70. How often do you post on social media per week?,71. How many hours a week do you actively spend on social media?,72. How do you feel after using social media?,"73. How many hours do you spend streaming videos in an average week? (YouTube, Netflix...)","74. How many hours do you play video games in an average week? (PC, console, phone...)",75. How many hours do you spend watching gaming streams in a week?,76. What genre of games do you play? (Select all that apply),77. What is the name of the game you play most?,78. Are you a member of any professional social media sites? (ex: linkedin/glassdoor),"79. From the people that you have met on campus, how many hours per week do you socialize with them outside of class? (i.e. studying, eating, exercising, lounging, etc.)",80. How do you feel you are doing this quarter?,81. How many hours do you regularly sleep?,82. How would you rate your stress level on a scale from 1 to 5?,83. Do you believe you have imposter syndrome?,84. When was the last time an event caused you significant distress (feeling sad for at least a week)?,85. What was your sadness caused by?,86. Did you indulge in binging as a coping mechanism in any of these options?,87. Did you seek comfort from your family or friends in sharing your pain?,"88. Based on your answer from the binging and friends and/or family questions, which do you think best helped to soothe your pain?",89. What is your political affiliation?,90. Stricter gun laws will reduce violence and deaths.,"91. Homeless individuals, that have refused available shelter or housing, should be allowed to sleep or encamp on public property.",92. You are in favor of decriminalizing drug use.,93. Should the Supreme Court be reformed to include more seats?,94. Should the supreme court be reformed to impose term limits on judges?,95. Do you support a universal basic income program?,96. Which of the following hobbies do you partake in? (Select all that apply),97. How many hours per week do you spend on hobbies during breaks? (assuming no internship),98. How many hours per week do you spend on hobbies during the quarter?,99. How many cups (8oz) of caffeine do you consume during your college day? (0 if you don't drink caffeine),100. How many cups (8oz) of caffeine do you consume during weekends on average? (0 if you don't drink caffeine),101. What is your preferred caffeinated beverage?,102. Do you feel any physical side effects if you do not consume caffeine within a specific time?,"103. Does your caffeine intake increase when you have deadlines/assignments due/exams/midterms/finals?

(If yes, specify the average number of cups 8oz added. If no, type 0)","104. How many hours do you spend on news per week on average?

(reading, watching TV, websites/apps, radio, etc.)","105. What are the top 3 news categories you are most interested in? (In order)

Business, Finance & Economics/ Entertainment, Art & Culture/ Computers, Science & Technology/ General News & Current Affairs(global or local)/ Sports ",106. Which operating system do you prefer?,107. Have you played the following instruments outside of school? (Select all that apply),"108. If you answered the previous question, how many years of experience do you have?",109. What is your preferred shoe brand? ,110. What is your preferred fast food restaurant?,111. What is your preferred phone brand?,112. What is your preferred soda?,113. What is your preferred music streaming application?,114. You're at one of your friends parties and it’s getting past the time you told your parents you were going to stay. Do you: ,"115. You are at a conference where you know nobody, what would you do? ","116. You have completed a project of which you are satisfied. However, your TA is not convinced and points out what they think is wrong. What is your initial reaction? ","117. If you don't know how to complete an assignment, what do you do first? "
11/3/2022 1:35:26,S-Z,22,Male,5 foot 7 inches,No,Asian,1st generation,1,2,2,0,2,Southern California,Senior,Yes,Data science,3.0 - 3.49,16,54,"CS105, CS111",NONE,No,3,Middle School or earlier,No,NO,A,C,Data Science,Data Science,1st generation (first to attend),Masters,CS was too competitive of a field and data science was cool,No,Paper & Pen,Only when necessary,8,4,3,Okay with participating in class if it is a requirement,3,1,5,5,N/A,No,N/A,No,NA,Yes,No,50k - 150k,100000,Off-Campus (3-mile radius),Walk,No,1,"Entrees, Water",Financial issues,7,2,5,2,2,No,NONE,3,30,3,0,2,2,15,15,10,"FPS, Fighting Games, Gatcha, Single Player Games, MMORPG, Co-op Games, Battle Royale, Phone Games",APEX LEGENDS,Yes,1,1,3,4,5,Less than a week ago,Academics,"Food, Watching Netflix",No,Binging,None,1,2,2,Not Sure,Yes,Yes,"Video Games, Board Games / Card Games, Cooking",6,60,2,2,Soda,None,yes 16 oz of red bull for test and projects,0,generalm finance Current affairs Business,Windows,None,0,No Preference,McDonalds,No Preference,Sprite,Youtube,Text your parents that you will be home later,Wait until someone approaches you,Go after hours and defend each point,Google it
11/3/2022 8:15:03,A-I,22,Female,5ft 7in,Yes,Asian,1st generation,2,1,2,2,2,International,Junior,Yes,computer science,3.0 - 3.49,12,0,CS105,,Yes,4,1st/2nd year of High School,Yes,C++,B,B,Software,,2nd generation (parents attended college),PhD,Passion,No,Laptop/PC,Most of the time (51% - 99%),9,9,2,"Afraid of public speaking, Anxious about getting judged by your peers for an incorrect answer or “bad” question",2,0,1,2,n/a,No,N/A,No,0,Yes,No,50k - 150k,80k,Off-Campus (3-mile radius),Public Transportation,No,0,,Expensive compared to other options,0,0,0,0,0,No,swimming,2,20,2,0,7,3,14,0,0,,,Yes,8,2,7,5,4,Less than a year ago,Familial issues,"Food, Watching Netflix, Alcohol/Drugs",Yes,Friends & Family,Democratic,5,1,3,Not Sure,Not Sure,Yes,"Visual Arts (painting, drawing, knitting, etc.), Music (instrument, singing, composing, etc.), Reading, Movies, Cooking",50,8,1,1,Coffee,"Headaches, Increased Drowsiness",1,7,"general news, entertainment, business ",Windows,,,sketchers,wendys,Samsung,Coca Cola,Apple Music,Your parents don’t set curfews,Wait until someone approaches you,Your self-confidence tanks,Ask a classmate/friend
11/3/2022 8:33:24,J-R,27,Male,5 ft 8 in,Yes,White,3rd generation or more,3,1,1,1,1,Southern California,Senior,Yes,CSBA,3.5 - 4.0,16,103.5,CS105,"AP Comp Sci A, AP Statistics, AP Calculus AB, AP Calculus BC",Yes,3,Middle School or earlier,Yes,"C++, Java, HTML/CSS",A,A,Hardware,Hardware,2nd generation (parents attended college),Bachelors,Passion,No,Laptop/PC,Only when necessary,8,7,3,Okay with participating in class if it is a requirement,3,0,1,4,N/A,Yes,Off Campus,No,37.5,Yes,No,Less than 50k,$80k,Off-Campus (4-30 mile radius),Drive Yourself,No,0.5,Entrees,Not hungry,1,0,0,0,0,No,"Basketball, Baseball, American Football",1,40,0,0,0,3,20,20,0,"Gatcha, Single Player Games, RTS, Phone Games",Azur Lane,Yes,0,4,6,1,1,Been a while,Academics,N/A,Yes,Friends & Family,Independent,1,1,3,No,No,No,"Reading, Video Games, Sports / Physical Activity",40,40,1.2,1,Soda,None,0,12,"1. General News 
2. Computers Science & technology
3. Sports",Windows,Strings,1,Nike,In-N-Out,Just prefer android over apple os,Dr Pepper,Spotify,Text your parents that you will be home later,Find another person in same situation,Take the criticism and think about the issues,Google it
11/3/2022 8:39:22,J-R,24,Male,"5'10""",Yes,Asian,1st generation,1,1,2,1,2,Southern California,Senior,Yes,Computer Science,3.5 - 4.0,16,110.5,CS105,AP Comp Sci A,Yes,3,After High School,Yes,Java,A,A,Software,Web Development,1st generation (first to attend),High school,Money,No,Laptop/PC,Only when necessary,11,8,3,"Afraid of public speaking, Anxious about getting judged by your peers for an incorrect answer or “bad” question",3,0,3,4,N/A,No,N/A,No,0,Yes,Yes,Less than 50k,"$60,000",Off-Campus (3-mile radius),Public Transportation,No,5,"Entrees, Snacks, Desserts, Juice/Tea/Coffee",Not hungry,2,0,2,0,5,No,Basketball,2,56,4,1,15,3,15,20,8,"FPS, Fighting Games, Gatcha, Single Player Games, MMORPG, Co-op Games, Phone Games",Tower of Fantasy,Yes,20,3,3,3,5,Been a while,Love Life,"Food, Alcohol/Drugs",No,Friends & Family,Democratic,3,1,1,Not Sure,Yes,Yes,"Reading, Video Games, Board Games / Card Games, Building Gundam",20,20,1,4,Tea,Increased Anxiety,0,1,"Entertainment, Art & Culture",Windows,None,0,Nike,In-N-Out,Apple,Sprite,Spotify,Your parents don’t set curfews,Wait until someone approaches you,Take the criticism and think about the issues,Ask a TA and/or professor
11/3/2022 8:59:48,J-R,40,Female,5 3,Yes,White,1st generation,3,3,2,1,1,Southern California,Junior,Yes,data science,0 - 1.49,17,17,CS105,AP Calculus AB,Yes,3,After High School,No,C++,A,A,Software,Data Science,1st generation (first to attend),High school,Status,No,Tablet/Pen,Only when necessary,6,3,1,Afraid of public speaking,2,0,20,20,0,No,N/A,No,0,Yes,Yes,Less than 50k,"100,000",Off-Campus (4-30 mile radius),Drive Yourself,No,3,"Entrees, Snacks, Juice/Tea/Coffee",Not hungry,0,1,0,,0,No,,1,5,2,4,6,3,5,0,0,,,No,0,1,8,5,3,Less than a week ago,Familial issues,N/A,No,Friends & Family,Democratic,3,1,1,Yes,No,Yes,Cooking,4,15,0,0,None,,,4,,MacOS,Piano,2,Nike,McDonalds,Apple,No Preference,Apple Music,Text your parents that you will be home later,Go home,Your self-confidence tanks,Google it
11/3/2022 9:08:35,A-I,21,Female,5'0,Yes,Asian,1st generation,1,1,2,1,2,Northern California,Senior,No,Computer Science,3.5 - 4.0,16,150,CS105,"AP Comp Sci A, AP Calculus AB",Yes,4,Middle School or earlier,Yes,Java,A,A,Software,Web Development,2nd generation (parents attended college),Masters,Money,Yes,Paper & Pen,Most of the time (51% - 99%),8,7,1,"Afraid of public speaking, Anxious about getting judged by your peers for an incorrect answer or “bad” question",1,0,4,8,1 offer in Summer 2022,Yes,Off Campus,No,20,No,No,More than 150k,$100,On Campus,Walk,No,2,"Snacks, Juice/Tea/Coffee",Expensive compared to other options,0,0,0,0,0,No,Basketball,2,10,3,0,7,4,4,0,0,,,Yes,,3,6,4,4,Less than a week ago,Self agony,"Reading Books, Watching Netflix",No,Binging,Democratic,4,4,4,Not Sure,Yes,Yes,"Visual Arts (painting, drawing, knitting, etc.), Reading, Movies, Board Games / Card Games, Cooking",14,3,0,8oz,Tea,None,0,1," Entertainment, Art & Culture, Computers, Science & Technology, General News & Current Affairs(global or local)",Windows,Strings,2,Vans,Taco Bell,Samsung,Sprite,Spotify,Start heading home immediately,Find another person in same situation,Take the criticism and think about the issues,Google it
11/3/2022 10:08:44,A-I,21,Female,5 2,No,Asian,3rd generation or more,2,3,1,1,1,Southern California,Senior,No,Biology,3.5 - 4.0,13,194,"CS105, CS111","AP Calculus AB, AP Calculus BC",No,5,Middle School or earlier,No,,A,A,Algorithms,Data Science,2nd generation (parents attended college),Bachelors,"Parents, Passion, Money, Status",No,Tablet/Pen,Most of the time (51% - 99%),6,6,2,"Anxious about getting judged by your peers for an incorrect answer or “bad” question, Okay with participating in class if it is a requirement",3,0,5,8,"1 offer Spring 2021, 2 offers Spring 2022",No,N/A,Yes,3,No,No,50k - 150k,70k,Off-Campus (3-mile radius),Walk,No,1,"Entrees, Snacks, Fruits/Salads, Juice/Tea/Coffee",Expensive compared to other options,2,0,1,1,6,Yes,Softball,2,15,2,1,5,2,5,0,0,,Na,No,4,4,7.5,3,4,Less than a month ago,Familial issues,"Food, Watching Netflix",Yes,Friends & Family,Independent,4,3,3,Not Sure,Not Sure,Not Sure,"Visual Arts (painting, drawing, knitting, etc.), Music (instrument, singing, composing, etc.), Movies, Board Games / Card Games, Sports / Physical Activity",20,5,2,1,Coffee,Increased Drowsiness,1,2,"Art & Culture, Science & Technology, Current Affairs",MacOS,"Piano, Wind Instruments",12,Nike,Chick-fil-a,Apple,Dr. Pepper,Spotify,Text your parents that you will be home later,Find another person in same situation,Take the criticism and think about the issues,Look in Textbook
11/3/2022 10:26:44,A-I,21,Male,"5'9""",Yes,Asian,2nd generation,2,1,2,1,1,Northern California,Junior,No,Computer Science,3.5 - 4.0,16,177.5,CS105,AP Calculus AB,No,4,3rd/4th year of High School,No,,A,A,Algorithms,Backend Development,3rd generation (grandparents attended college),Masters,Money,Yes,Tablet/Pen,Most of the time (51% - 99%),9,9,2,Anxious about getting judged by your peers for an incorrect answer or “bad” question,4,0,2,11,"1 offer in Summer 2021, 1 offer in Summer 2022, 1 offer in Summer 2023",Yes,On campus,Yes,9,No,No,More than 150k,"150,000",On Campus,Walk,Yes,8,"Entrees, Juice/Tea/Coffee",Expensive compared to other options,2,2,2,2,4,No,,2,4,2,0,3,1,3,3,0,MOBA,League of Legends,Yes,3,4,6,4,3,Less than a month ago,Academics,,Yes,Video games,Independent,5,4,5,No,No,No,"Video Games, Mechanical Keyboards",16,4,1,1,Coffee,"Headaches, Increased Drowsiness",1,1,"Computers, Science & Technology, Finance & Economics, General News & Current Affairs(global or local)",Windows,"Strings, Piano",9,Adidas,McDonalds,Samsung,Coca Cola,Spotify,Start heading home immediately,Find another person in same situation,Go after hours and defend each point,Look in Textbook
11/3/2022 10:28:35,A-I,20,Female,5 feet 6 inches,No,Asian,2nd generation,1,2,2,1,2,Northern California,Junior,Yes,Data Science,3.5 - 4.0,16,30,CS105,,No,4,Middle School or earlier,No,"C++, Python",A,A,Data Science,Data Science,2nd generation (parents attended college),Masters,"Parents, Passion, Money",Yes,Paper & Pen,Most of the time (51% - 99%),8,8,4,"Afraid of public speaking, Anxious about getting judged by your peers for an incorrect answer or “bad” question, Okay with participating in class if it is a requirement",3,2,5,10,N/A,Yes,On campus,Yes,9,Yes,No,50k - 150k,"90,000",On Campus,Walk,No,3,"Entrees, Snacks, Juice/Tea/Coffee",Dietary restrictions,2,1`,2,2,0,No,,2,20,4,0,10,3,10,0,0,Phone Games,Wordle,Yes,5,4,7,4,4,Less than a year ago,Insecurity,"Food, Reading Books, Watching Netflix",Yes,Friends & Family,Democratic,4,4,4,Yes,Yes,Yes,"Reading, Movies, Board Games / Card Games",30,7,6,0,Coffee,"Headaches, Increased Anxiety, Increased Drowsiness","Yes, 8oz",2,"General News & Current Affairs/ Entertainment, Art & Culture/ Finance & Economics",MacOS,None,,No Preference,McDonalds,Apple,Pepsi,Spotify,Text your parents that you will be home later,Find another person in same situation,Go after hours and defend each point,Ask a TA and/or professor
11/3/2022 10:44:53,S-Z,22,Female,5 feet 2 inches,Yes,Asian,1st generation,2,3,2,2,2,Northern California,Senior,No,Computer Science,3.5 - 4.0,17,222.5,CS105,"AP Statistics, AP Calculus AB",No,3,Middle School or earlier,No,,A,A,Software,Software Development,3rd generation (grandparents attended college),Masters,"Passion, Money",No,Laptop/PC,Only when necessary,10,5,2,"Afraid of public speaking, Okay with participating in class if it is a requirement",2,0,4,3,3 offers in Summer 2021,Yes,On campus,Yes,22,Yes,No,50k - 150k,150K,Off-Campus (4-30 mile radius),Drive Yourself,No,0,,Not hungry,5,2,2,2,2,Yes,"Soccer, Softball",2,29,3,0,2,3,22,5,0,Phone Games,Sumikko Farm,Yes,1,3,6,3,5,Less than a month ago,Self agony,"Food, Watching Netflix",No,Binging,Democratic,4,3,2,Not Sure,Not Sure,Yes,"Reading, Movies, Board Games / Card Games, Cooking, Sports / Physical Activity",50,20,0,0,None,None,0,1,"General News & Current Affairs(global or local), Sports, Business, Finance & Economics",MacOS,Piano,3,No Preference,In-N-Out,Apple,Jarritos,Spotify,Text your parents that you will be home later,Wait until someone approaches you,Take the criticism and think about the issues,Google it
